Sentence,Entity1,E1_POS,E1_DEP,Entity2,E2_POS,E2_DEP,Relationship,Direction,predicted_relationship,predicted_rel_with_direction
201,body,['NN'],nsubj,bin,"['IN', 'NN', 'IN']",pobj,Content-Container,"e1,e2",Content-Container,"Content-Container(e1,e2)"
202,congressman,"['NN', 'IN']",pobj,party ticket,"['NN', 'NN']",pobj,Other,Othe,Product-Producer,"Product-Producer(e2,e1)"
203,sound,['NN'],pobj,viper,['NN'],amod,Cause-Effect,"e2,e1",Cause-Effect,"Cause-Effect(e2,e1)"
204,containers,['NNS'],nsubj,dam,['NN'],pobj,Entity-Destination,"e1,e2",Entity-Destination,"Entity-Destination(e1,e2)"
205,lobe,['NN'],pobj,pancreas,['NNS'],pobj,Component-Whole,"e1,e2",Component-Whole,"Component-Whole(e2,e1)"
206,elephant,['JJ'],nsubj,toes,['NNS'],pobj,Component-Whole,"e2,e1",Product-Producer,"Product-Producer(e2,e1)"
207,bottle,['NN'],dobj,marbles,"['DT', 'NNS']",pobj,Content-Container,"e2,e1",Product-Producer,"Product-Producer(e1,e2)"
208,staff,"['NN', 'DT', 'NN']",nsubjpass,employees,"['NN', 'NNS']",pobj,Member-Collection,"e2,e1",Product-Producer,"Product-Producer(e1,e2)"
209,order,['NN'],attr,friars,['NNS'],pobj,Member-Collection,"e2,e1",Other,Other
210,nails,['NNS'],dobj,hand,['NN'],pobj,Component-Whole,"e1,e2",Component-Whole,"Component-Whole(e1,e2)"
211,oil,['NN'],nsubjpass,seed,['NN'],compound,Entity-Origin,"e1,e2",Entity-Origin,"Entity-Origin(e1,e2)"
212,samples,"['NNS', 'DT']",pobj,beaker,"['DT', 'NN']",pobj,Content-Container,"e1,e2",Content-Container,"Content-Container(e1,e2)"
213,brother,['NN'],nsubj,gloves,['NNS'],pobj,Instrument-Agency,"e2,e1",Product-Producer,"Product-Producer(e2,e1)"
214,cane,['NN'],compound,sugar,['NN'],pobj,Entity-Origin,"e2,e1",Product-Producer,"Product-Producer(e1,e2)"
215,bottle,['JJ'],dobj,soda,"['DT', 'NN']",pobj,Content-Container,"e2,e1",Product-Producer,"Product-Producer(e1,e2)"
216,money,['NN'],nsubj,jar,"['DT', 'NN']",pobj,Content-Container,"e1,e2",Content-Container,"Content-Container(e1,e2)"
217,banner,['NN'],nsubj,knights,['NNS'],pobj,Other,Othe,Component-Whole,"Component-Whole(e1,e2)"
218,crash,['NN'],nsubjpass,attack,['NN'],pobj,Cause-Effect,"e2,e1",Cause-Effect,"Cause-Effect(e2,e1)"
219,criticism,['NN'],dobj,media coverage,"['NNS', 'NN']",pobj,Message-Topic,"e1,e2",Product-Producer,"Product-Producer(e1,e2)"
220,wine,"['NN', 'IN']",nsubjpass,jeroboam,"['DT', 'NN']",pobj,Content-Container,"e1,e2",Content-Container,"Content-Container(e1,e2)"
221,work,['NN'],nsubj,end,['NN'],pobj,Entity-Origin,"e1,e2",Product-Producer,"Product-Producer(e2,e1)"
222,Debate,['NN'],ROOT,roles,['NNS'],pobj,Message-Topic,"e1,e2",Other,Other
223,Conditions,['NNS'],nsubjpass,report,['NN'],pobj,Message-Topic,"e2,e1",Content-Container,"Content-Container(e1,e2)"
224,animals,['NNS'],nsubj,farm,['NN'],pobj,Other,Othe,Other,Other
225,sound,['NN'],dobj,combination,"['DT', 'DT', 'NN', 'DT', 'IN']",pobj,Other,Othe,Product-Producer,"Product-Producer(e1,e2)"
226,coin,"['NN', 'IN']",nsubjpass,case,"['DT', 'NN']",pobj,Content-Container,"e1,e2",Content-Container,"Content-Container(e1,e2)"
227,parade,"['NN', 'DT']",nsubj,penguins,['NNS'],pobj,Member-Collection,"e2,e1",Member-Collection,"Member-Collection(e2,e1)"
228,ethanol,['NN'],pobj,factories,['NNS'],pobj,Product-Producer,"e1,e2",Product-Producer,"Product-Producer(e2,e1)"
229,drilling,['NN'],nsubj,chemicals,['NNS'],pobj,Other,Othe,Message-Topic,"Message-Topic(e1,e2)"
230,information,"['NN', 'DT']",nsubj,press release,"['DT', 'NN', 'NN']",pobj,Entity-Origin,"e1,e2",Entity-Origin,"Entity-Origin(e1,e2)"
231,chain,['NN'],nsubj,islands,['NNS'],pobj,Component-Whole,"e2,e1",Member-Collection,"Member-Collection(e2,e1)"
232,investigations,['NNS'],nsubj,evidence,['NN'],dobj,Message-Topic,"e1,e2",Message-Topic,"Message-Topic(e1,e2)"
233,damage,['NN'],pobj,misuse,['NN'],pobj,Cause-Effect,"e2,e1",Cause-Effect,"Cause-Effect(e2,e1)"
234,fruit,['NN'],attr,seeds,['NNS'],pobj,Component-Whole,"e1,e2",Other,Other
235,enjoyment,['JJ'],dobj,programming,['VBG'],pobj,Cause-Effect,"e2,e1",Cause-Effect,"Cause-Effect(e2,e1)"
236,technique,['NN'],nsubjpass,combination,['NN'],pobj,Other,Othe,Product-Producer,"Product-Producer(e1,e2)"
237,bones,['NNS'],nsubj,foot,['NN'],pobj,Component-Whole,"e1,e2",Component-Whole,"Component-Whole(e1,e2)"
238,migrations,['NNS'],nsubj,deprivation,['NN'],dobj,Cause-Effect,"e1,e2",Cause-Effect,"Cause-Effect(e1,e2)"
239,accident,['NN'],pobj,impact,['NN'],pobj,Cause-Effect,"e1,e2",Product-Producer,"Product-Producer(e2,e1)"
240,aria,"['NN', 'DT']",attr,composer,['NN'],pobj,Product-Producer,"e1,e2",Product-Producer,"Product-Producer(e1,e2)"
241,contents,['NNS'],dobj,carafe,"['DT', 'NN']",pobj,Entity-Destination,"e1,e2",Content-Container,"Content-Container(e1,e2)"
242,stem,['NN'],pobj,tree,['NN'],pobj,Component-Whole,"e1,e2",Component-Whole,"Component-Whole(e2,e1)"
243,time,['NN'],compound,machine,"['NN', 'DT', 'DT', 'DT', 'DT', 'DT']",nsubj,Other,Othe,Product-Producer,"Product-Producer(e1,e2)"
244,production,['NN'],nsubj,playwright,"['DT', 'DT', 'NN']",pobj,Other,Othe,Product-Producer,"Product-Producer(e2,e1)"
245,philosopher,['NN'],poss,writings,['NNS'],pobj,Product-Producer,"e2,e1",Product-Producer,"Product-Producer(e2,e1)"
246,tableau,['NN'],nsubjpass,room,['NN'],pobj,Content-Container,"e1,e2",Content-Container,"Content-Container(e1,e2)"
247,strings,['NNS'],dobj,device,['NN'],pobj,Component-Whole,"e1,e2",Component-Whole,"Component-Whole(e1,e2)"
248,cases,"['DT', 'NNS']",dobj,term,['NN'],pobj,Entity-Origin,"e1,e2",Cause-Effect,"Cause-Effect(e2,e1)"
249,mix,"['VB', 'NN']",dobj,pans,['NNS'],pobj,Entity-Destination,"e1,e2",Entity-Destination,"Entity-Destination(e1,e2)"
250,lungs,['NNS'],pobj,ferrets,['NNS'],pobj,Component-Whole,"e1,e2",Component-Whole,"Component-Whole(e2,e1)"
251,gerbil,['NN'],nsubj,threat,['NN'],pobj,Entity-Origin,"e1,e2",Entity-Origin,"Entity-Origin(e1,e2)"
252,airstrike,['NN'],nsubj,explosions,['NNS'],pobj,Cause-Effect,"e1,e2",Product-Producer,"Product-Producer(e2,e1)"
253,keel,['NN'],nsubj,ship,['NN'],pobj,Component-Whole,"e1,e2",Component-Whole,"Component-Whole(e1,e2)"
254,Barrages,['NNS'],nsubj,energy,['NN'],pobj,Other,Othe,Component-Whole,"Component-Whole(e1,e2)"
255,protocol,['NN'],pobj,implementation,"['IN', 'NN']",pobj,Other,Othe,Other,Other
256,conflict,['NN'],nsubjpass,wastewater,['NN'],pobj,Cause-Effect,"e2,e1",Cause-Effect,"Cause-Effect(e2,e1)"
257,report,['NN'],nsubj,commission,['NN'],pobj,Product-Producer,"e1,e2",Product-Producer,"Product-Producer(e2,e1)"
258,car,"['NN', 'DT']",nsubj,engine,['NN'],dobj,Component-Whole,"e2,e1",Instrument-Agency,"Instrument-Agency(e2,e1)"
259,driver,['NN'],poss,keys,['NNS'],dobj,Instrument-Agency,"e2,e1",Other,Other
260,book,['NN'],nsubj,phases,['NNS'],dobj,Message-Topic,"e1,e2",Entity-Destination,"Entity-Destination(e1,e2)"
261,spam,['NN'],dobj,clients,['NNS'],pobj,Entity-Destination,"e1,e2",Other,Other
262,plum,['NN'],compound,syrup,['NN'],nsubj,Entity-Origin,"e2,e1",Other,Other
263,news,['NN'],dobj,statement,"['DT', 'NN']",pobj,Message-Topic,"e2,e1",Content-Container,"Content-Container(e1,e2)"
264,damage,"['DT', 'NN', 'DT']",dobj,tornado,"['TO', 'DT', 'NN', 'NN', 'DT']",pobj,Cause-Effect,"e2,e1",Cause-Effect,"Cause-Effect(e2,e1)"
265,friend,['NN'],nsubj,surfer,['NN'],pobj,Entity-Destination,"e1,e2",Entity-Destination,"Entity-Destination(e1,e2)"
266,song,['NN'],nsubj,hypocrisy,['NN'],dobj,Message-Topic,"e1,e2",Message-Topic,"Message-Topic(e1,e2)"
267,horse,['NN'],poss,hoof,"['IN', 'NN', 'NN']",nsubj,Component-Whole,"e2,e1",Other,Other
268,downturn,['NN'],nsubj,people,['NNS'],nsubj,Other,Othe,Product-Producer,"Product-Producer(e2,e1)"
269,motives,['NNS'],dobj,trial,['NN'],pobj,Entity-Destination,"e1,e2",Entity-Destination,"Entity-Destination(e1,e2)"
270,compeers,['NNS'],pobj,profession,"['IN', 'IN', 'NN', 'IN']",pobj,Other,Othe,Component-Whole,"Component-Whole(e2,e1)"
271,citizen,['NN'],nsubj,battles,['NNS'],pobj,Other,Othe,Entity-Destination,"Entity-Destination(e1,e2)"
272,topics,['NNS'],nsubjpass,song,['NN'],pobj,Message-Topic,"e2,e1",Message-Topic,"Message-Topic(e2,e1)"
273,rookery,['NN'],nsubj,seals,['NNS'],pobj,Member-Collection,"e2,e1",Member-Collection,"Member-Collection(e2,e1)"
274,novel,['NN'],pobj,forces,['NNS'],pobj,Other,Othe,Other,Other
275,car,"['NN', 'DT', 'DT']",nsubj,river,['NN'],pobj,Entity-Destination,"e1,e2",Entity-Destination,"Entity-Destination(e1,e2)"
276,news,['NN'],dobj,rights issues,"['NNS', 'NNS']",nsubjpass,Message-Topic,"e1,e2",Other,Other
277,team,"['NN', 'DT', 'DT']",nsubj,ram,"['DT', 'DT', 'NN']",pobj,Instrument-Agency,"e2,e1",Product-Producer,"Product-Producer(e2,e1)"
278,builder,['NN'],pobj,cenotaphs,"['DT', 'DT', 'NN']",conj,Product-Producer,"e2,e1",Member-Collection,"Member-Collection(e2,e1)"
279,song,['NN'],attr,band,['NN'],pobj,Product-Producer,"e1,e2",Other,Other
280,head,['NN'],nsubj,political party,"['JJ', 'NN']",pobj,Member-Collection,"e1,e2",Component-Whole,"Component-Whole(e1,e2)"
281,leaves,['NNS'],dobj,street,['NN'],pobj,Entity-Destination,"e1,e2",Entity-Destination,"Entity-Destination(e1,e2)"
282,book,['NN'],compound,catalogues,['NNS'],dobj,Member-Collection,"e2,e1",Other,Other
283,man,['NN'],nsubjpass,water,['NN'],pobj,Other,Othe,Cause-Effect,"Cause-Effect(e2,e1)"
284,story,['NN'],dobj,existence,['NN'],dobj,Message-Topic,"e1,e2",Message-Topic,"Message-Topic(e1,e2)"
285,brain,"['NN', 'IN', 'DT']",nsubj,jar,"['DT', 'NN']",pobj,Content-Container,"e1,e2",Content-Container,"Content-Container(e1,e2)"
286,stand,"['DT', 'NN']",attr,flamingos,"['DT', 'NN']",pobj,Member-Collection,"e2,e1",Member-Collection,"Member-Collection(e2,e1)"
287,hair loss,"['JJ', 'NN', 'NN', 'NN']",nsubj,stress,['NN'],pobj,Cause-Effect,"e2,e1",Cause-Effect,"Cause-Effect(e2,e1)"
288,nation,['NN'],dobj,mourning,"['PRP$', 'NN']",pobj,Other,Othe,Entity-Destination,"Entity-Destination(e1,e2)"
289,film,['NN'],nsubj,cadaver,"['DT', 'NN']",pobj,Message-Topic,"e1,e2",Product-Producer,"Product-Producer(e2,e1)"
290,litter,"['NN', 'NN']",compound,litter box,"['NN', 'NN', 'NN']",pobj,Content-Container,"e1,e2",Component-Whole,"Component-Whole(e2,e1)"
291,news,['NN'],dobj,agreement,"['DT', 'NN']",nsubjpass,Message-Topic,"e1,e2",Other,Other
292,stem,['NN'],nsubjpass,plant,['NN'],pobj,Component-Whole,"e1,e2",Component-Whole,"Component-Whole(e1,e2)"
293,grandstand,"['NN', 'CC']",nsubj,concourse,['NN'],dobj,Other,Othe,Product-Producer,"Product-Producer(e2,e1)"
294,spreads,['NNS'],nsubjpass,book,['NN'],pobj,Entity-Origin,"e1,e2",Cause-Effect,"Cause-Effect(e2,e1)"
295,heroes,['NNS'],nsubj,movies,['NNS'],pobj,Entity-Origin,"e1,e2",Cause-Effect,"Cause-Effect(e2,e1)"
296,petition,['NN'],dobj,governor,['NN'],pobj,Entity-Destination,"e1,e2",Product-Producer,"Product-Producer(e1,e2)"
297,team,['NN'],nsubj,jungle,['NN'],pobj,Entity-Destination,"e1,e2",Entity-Destination,"Entity-Destination(e1,e2)"
298,staff,['NN'],nsubj,people,['NNS'],dobj,Entity-Destination,"e1,e2",Message-Topic,"Message-Topic(e1,e2)"
299,grandfather,"['NN', 'DT']",nsubj,story,['NN'],dobj,Product-Producer,"e2,e1",Component-Whole,"Component-Whole(e2,e1)"
300,running,"['VBG', 'VBG', 'IN', 'NN']",compound,shoes,['NNS'],pobj,Other,Othe,Product-Producer,"Product-Producer(e1,e2)"
301,pilot,['NN'],poss,kit,['NN'],nsubj,Instrument-Agency,"e2,e1",Product-Producer,"Product-Producer(e2,e1)"
302,church,['NN'],compound,steps,['NNS'],pobj,Component-Whole,"e2,e1",Other,Other
303,activation,"['NN', 'DT']",nsubjpass,source,['NN'],pobj,Other,Othe,Product-Producer,"Product-Producer(e1,e2)"
304,labor,"['NN', 'DT']",nsubj,building,['NN'],dobj,Product-Producer,"e2,e1",Product-Producer,"Product-Producer(e2,e1)"
305,report,['NN'],dobj,agreement,"['NN', 'DT']",pobj,Message-Topic,"e1,e2",Cause-Effect,"Cause-Effect(e2,e1)"
306,heart,"['DT', 'NN', 'DT']",attr,artist,"['VBZ', 'DT', 'NN', 'DT']",pobj,Product-Producer,"e1,e2",Cause-Effect,"Cause-Effect(e2,e1)"
307,leather,"['DT', 'DT', 'NN']",compound,craftsman,"['DT', 'NN', 'DT']",appos,Other,Othe,Other,Other
308,article,['NN'],nsubj,difficulties,['NNS'],nmod,Message-Topic,"e1,e2",Product-Producer,"Product-Producer(e2,e1)"
309,writer,['NN'],pobj,series,['NN'],appos,Product-Producer,"e2,e1",Product-Producer,"Product-Producer(e2,e1)"
310,cartload,"['DT', 'NN', 'DT']",pobj,firewood,['NN'],pobj,Other,Othe,Product-Producer,"Product-Producer(e2,e1)"
311,colors,['NNS'],nsubjpass,dispersion,['NN'],pobj,Cause-Effect,"e2,e1",Cause-Effect,"Cause-Effect(e2,e1)"
312,discussion,"['NN', 'IN']",nsubjpass,violence,['NN'],pobj,Message-Topic,"e1,e2",Message-Topic,"Message-Topic(e2,e1)"
313,handset,['NN'],compound,manufacturer,['NN'],pobj,Product-Producer,"e1,e2",Product-Producer,"Product-Producer(e1,e2)"
314,position,"['NN', 'IN']",nsubjpass,canon law,"['IN', 'NN', 'NN']",pobj,Message-Topic,"e2,e1",Component-Whole,"Component-Whole(e1,e2)"
315,clutch,['NN'],dobj,conferences,['NNS'],pobj,Member-Collection,"e2,e1",Product-Producer,"Product-Producer(e1,e2)"
316,photo,['NN'],compound,frame,['NN'],dobj,Content-Container,"e1,e2",Product-Producer,"Product-Producer(e1,e2)"
317,finger,"['NN', 'IN']",nsubjpass,can,"['DT', 'MD']",pobj,Content-Container,"e1,e2",Content-Container,"Content-Container(e1,e2)"
318,shipments,['NNS'],nsubj,stock,['NN'],pobj,Entity-Destination,"e1,e2",Entity-Destination,"Entity-Destination(e1,e2)"
319,doctor,['NN'],nsubj,sphygmomanometer,"['DT', 'NN']",dobj,Instrument-Agency,"e2,e1",Instrument-Agency,"Instrument-Agency(e2,e1)"
320,wheelchairs,['NNS'],dobj,people,['NNS'],pobj,Entity-Destination,"e1,e2",Other,Other
321,troupe,['NN'],nsubj,dancers,['NNS'],pobj,Member-Collection,"e2,e1",Product-Producer,"Product-Producer(e2,e1)"
322,citizen,['NN'],nsubj,corporation,"['DT', 'NN']",pobj,Member-Collection,"e1,e2",Component-Whole,"Component-Whole(e1,e2)"
323,hostname,['NN'],dobj,server,['NN'],pobj,Entity-Destination,"e1,e2",Other,Other
324,shell,['NN'],nsubj,rod,['NN'],dobj,Content-Container,"e2,e1",Product-Producer,"Product-Producer(e2,e1)"
325,meeting,['NN'],nsubj,hour,['NN'],pobj,Other,Othe,Product-Producer,"Product-Producer(e2,e1)"
326,love,['NN'],pobj,sculpture,['NN'],pobj,Message-Topic,"e2,e1",Message-Topic,"Message-Topic(e1,e2)"
327,articles,['NNS'],nsubjpass,promotion,"['IN', 'NN']",pobj,Message-Topic,"e1,e2",Member-Collection,"Member-Collection(e2,e1)"
328,meeting,['NN'],pobj,trade,"['DT', 'NN', 'DT']",pobj,Message-Topic,"e1,e2",Component-Whole,"Component-Whole(e2,e1)"
329,poem,['NN'],dobj,worker,['NN'],pobj,Product-Producer,"e1,e2",Cause-Effect,"Cause-Effect(e2,e1)"
330,phalanx,"['DT', 'NN']",dobj,lawyers,"['DT', 'NNS']",pobj,Member-Collection,"e2,e1",Other,Other
331,drama series,"['DT', 'NN', 'NN', 'DT']",attr,team,"['DT', 'DT', 'NN']",pobj,Message-Topic,"e1,e2",Product-Producer,"Product-Producer(e1,e2)"
332,liberties,['NNS'],nsubjpass,laws,['NNS'],pobj,Message-Topic,"e2,e1",Product-Producer,"Product-Producer(e1,e2)"
333,depression,['NN'],dobj,unemployment,['NN'],pobj,Cause-Effect,"e2,e1",Cause-Effect,"Cause-Effect(e2,e1)"
334,huddle,['NN'],dobj,tents,['NNS'],pobj,Member-Collection,"e2,e1",Other,Other
335,Stone,['CD'],compound,grinding,['VBG'],compound,Other,Othe,Other,Other
336,coffin,['NN'],nsubjpass,funeral,['JJ'],pobj,Other,Othe,Cause-Effect,"Cause-Effect(e2,e1)"
337,controversy,['NN'],pobj,tickets,['NNS'],pobj,Message-Topic,"e1,e2",Other,Other
338,excursions,"['IN', 'NNS']",pobj,harbour,['NN'],pobj,Other,Othe,Cause-Effect,"Cause-Effect(e2,e1)"
339,coffee,"['NN', 'IN']",nsubj,cup,['NN'],pobj,Content-Container,"e1,e2",Content-Container,"Content-Container(e1,e2)"
340,document,['NN'],nsubj,diversity,['NN'],pobj,Message-Topic,"e1,e2",Message-Topic,"Message-Topic(e1,e2)"
341,opening,"['NN', 'IN']",pobj,cask,"['DT', 'DT', 'NN']",pobj,Other,Othe,Content-Container,"Content-Container(e1,e2)"
342,family,['NN'],conj,taxi,['NN'],dobj,Instrument-Agency,"e2,e1",Message-Topic,"Message-Topic(e1,e2)"
343,song,['NN'],dobj,MP player,"['NNP', 'NN']",pobj,Entity-Destination,"e1,e2",Entity-Destination,"Entity-Destination(e1,e2)"
344,body,['NN'],nsubjpass,cart,"['DT', 'DT', 'DT', 'NN']",pobj,Content-Container,"e1,e2",Content-Container,"Content-Container(e1,e2)"
345,toy,['NN'],nsubjpass,trash,['NN'],pobj,Content-Container,"e2,e1",Message-Topic,"Message-Topic(e2,e1)"
346,transport,"['NN', 'DT']",nsubj,mechanism,"['VBZ', 'DT', 'NN']",attr,Other,Othe,Product-Producer,"Product-Producer(e2,e1)"
347,souffle,['NN'],nsubj,clouds,['NNS'],pobj,Other,Othe,Other,Other
348,firm,['NN'],pobj,accountants,"['DT', 'NNS', 'DT']",pobj,Member-Collection,"e2,e1",Product-Producer,"Product-Producer(e2,e1)"
349,Bone,['NN'],nsubjpass,cell,['NN'],compound,Component-Whole,"e2,e1",Product-Producer,"Product-Producer(e2,e1)"
350,money,['NN'],nsubjpass,envelopes,['NNS'],pobj,Content-Container,"e1,e2",Message-Topic,"Message-Topic(e2,e1)"
351,cluster,['NN'],attr,computers,['NNS'],pobj,Member-Collection,"e2,e1",Other,Other
352,question,['NN'],nsubjpass,announcement,['NN'],pobj,Message-Topic,"e1,e2",Product-Producer,"Product-Producer(e1,e2)"
353,Relationships,['NNS'],nsubjpass,series,['NN'],pobj,Message-Topic,"e2,e1",Member-Collection,"Member-Collection(e2,e1)"
354,fuel,['NN'],pobj,bunker,['NN'],pobj,Content-Container,"e1,e2",Content-Container,"Content-Container(e1,e2)"
355,phagocytes,['NNS'],dobj,nanoparticles,['NNS'],pobj,Other,Othe,Instrument-Agency,"Instrument-Agency(e1,e2)"
356,collision,['NN'],nsubj,crashes,"['NNS', 'DT']",pobj,Cause-Effect,"e1,e2",Product-Producer,"Product-Producer(e2,e1)"
357,electricians,['NNS'],nsubj,ohmmeters,['NNS'],dobj,Instrument-Agency,"e2,e1",Product-Producer,"Product-Producer(e2,e1)"
358,horde,['NN'],nsubj,men,['NNS'],pobj,Member-Collection,"e2,e1",Member-Collection,"Member-Collection(e2,e1)"
359,earphones,"['NNS', 'DT']",nsubj,cord,"['NN', 'CC']",dobj,Component-Whole,"e2,e1",Product-Producer,"Product-Producer(e2,e1)"
360,pain,['NN'],dobj,strains,['NNS'],conj,Cause-Effect,"e2,e1",Cause-Effect,"Cause-Effect(e1,e2)"
361,yeast,['NN'],nsubj,beer,['NN'],dobj,Other,Othe,Product-Producer,"Product-Producer(e2,e1)"
362,boat,['NN'],nsubj,harbour,['NN'],pobj,Entity-Origin,"e1,e2",Entity-Origin,"Entity-Origin(e1,e2)"
363,player,['NN'],nsubj,string,['NN'],pobj,Instrument-Agency,"e2,e1",Component-Whole,"Component-Whole(e1,e2)"
364,anecdotes,"['NNS', 'DT']",nsubj,workers,['NNS'],pobj,Product-Producer,"e1,e2",Message-Topic,"Message-Topic(e1,e2)"
365,movie,"['NN', 'NN']",pobj,sheep,['NN'],dobj,Message-Topic,"e1,e2",Product-Producer,"Product-Producer(e2,e1)"
366,brains,"['NNS', 'DT']",nsubjpass,dish,['NN'],pobj,Entity-Destination,"e1,e2",Entity-Destination,"Entity-Destination(e1,e2)"
367,storm,['NN'],nsubj,town,['NN'],pobj,Entity-Destination,"e1,e2",Entity-Destination,"Entity-Destination(e1,e2)"
368,stories,['NNS'],nsubjpass,book,['NN'],pobj,Member-Collection,"e1,e2",Component-Whole,"Component-Whole(e1,e2)"
369,committee,['NN'],nsubj,commission,['NN'],dobj,Other,Othe,Message-Topic,"Message-Topic(e1,e2)"
370,ribs,['NN'],nsubjpass,umbrella,['NN'],pobj,Component-Whole,"e1,e2",Component-Whole,"Component-Whole(e1,e2)"
371,blazes,['NNS'],nsubj,trail,['NN'],dobj,Other,Othe,Message-Topic,"Message-Topic(e1,e2)"
372,damage,"['NN', 'DT']",nsubj,bullet,['NN'],pobj,Cause-Effect,"e2,e1",Cause-Effect,"Cause-Effect(e2,e1)"
373,musician,"['NN', 'DT']",nsubj,album,['NN'],dobj,Product-Producer,"e2,e1",Product-Producer,"Product-Producer(e2,e1)"
374,files,['VBZ'],dobj,software,['NN'],pobj,Entity-Destination,"e1,e2",Entity-Destination,"Entity-Destination(e1,e2)"
375,swans,"['NNS', 'DT']",nsubj,regions,['NNS'],pobj,Entity-Destination,"e1,e2",Entity-Destination,"Entity-Destination(e1,e2)"
376,Neuralgia,['NNP'],nsubj,headache,['NN'],pobj,Cause-Effect,"e1,e2",Cause-Effect,"Cause-Effect(e2,e1)"
377,writer,"['PRP', 'NN']",pobj,storyboard,"['TO', 'DT', 'NN', 'DT']",dobj,Product-Producer,"e2,e1",Product-Producer,"Product-Producer(e2,e1)"
378,Bibliometrics,['NNS'],nsubj,research evaluation,"['NN', 'NN']",pobj,Other,Othe,Other,Other
379,concerns,['NNS'],attr,cases,['NNS'],pobj,Other,Othe,Product-Producer,"Product-Producer(e1,e2)"
380,brick,['NN'],compound,mason,['NN'],nsubj,Instrument-Agency,"e1,e2",Other,Other
381,damage,['NN'],pobj,earthquake,['NN'],pobj,Cause-Effect,"e2,e1",Cause-Effect,"Cause-Effect(e2,e1)"
382,feet,['NNS'],nsubj,floor,['NN'],pobj,Entity-Destination,"e1,e2",Entity-Destination,"Entity-Destination(e1,e2)"
383,aunt,['NN'],nsubjpass,care,['NN'],pobj,Other,Othe,Entity-Destination,"Entity-Destination(e1,e2)"
384,turtles,['NNS'],nsubj,shells,['NNS'],pobj,Entity-Origin,"e1,e2",Component-Whole,"Component-Whole(e1,e2)"
385,dishwasher,['NN'],nsubj,controls,['NNS'],dobj,Component-Whole,"e2,e1",Other,Other
386,student,['NN'],nsubj,solution,['NN'],pobj,Product-Producer,"e2,e1",Product-Producer,"Product-Producer(e2,e1)"
387,arm,['NN'],nsubj,patient,"['NN', 'NN']",pobj,Component-Whole,"e1,e2",Component-Whole,"Component-Whole(e1,e2)"
388,first part,"['JJ', 'NN', 'NN']",dobj,techniques,['NNS'],pobj,Message-Topic,"e1,e2",Product-Producer,"Product-Producer(e1,e2)"
389,flower,"['NN', 'NN']",compound,cord,['NN'],pobj,Other,Othe,Product-Producer,"Product-Producer(e1,e2)"
390,evacuation,['NN'],pobj,war,['NN'],pobj,Other,Othe,Product-Producer,"Product-Producer(e2,e1)"
391,pencil,['NN'],compound,point,"['NN', 'IN', 'NN']",dobj,Component-Whole,"e2,e1",Product-Producer,"Product-Producer(e1,e2)"
392,cadets,['NNS'],ROOT,training,['VBG'],pobj,Entity-Origin,"e1,e2",Entity-Origin,"Entity-Origin(e1,e2)"
393,chunks,['NNS'],nsubj,airplane,"['DT', 'NN']",pobj,Entity-Origin,"e1,e2",Entity-Origin,"Entity-Origin(e1,e2)"
394,strings,['NNS'],pobj,cello,['NN'],pobj,Component-Whole,"e1,e2",Component-Whole,"Component-Whole(e2,e1)"
395,text,['NN'],nsubj,material,['NN'],pobj,Other,Othe,Component-Whole,"Component-Whole(e1,e2)"
396,couple,"['NN', 'RP']",nsubj,waters,['NNS'],pobj,Other,Othe,Message-Topic,"Message-Topic(e1,e2)"
397,Air,['NNP'],nsubjpass,mouthpiece,['NN'],pobj,Entity-Destination,"e1,e2",Entity-Destination,"Entity-Destination(e1,e2)"
398,associations,"['NNS', 'IN']",nsubj,receiverships,['VB'],pobj,Instrument-Agency,"e2,e1",Cause-Effect,"Cause-Effect(e2,e1)"
399,crisis,['NN'],pobj,boss,['NN'],pobj,Other,Othe,Cause-Effect,"Cause-Effect(e2,e1)"
